ID=0, Sequence=501, X=-1.3148438178342E7, Y=3986007.33707501
ID=388, Sequence=889, X=-1.31737438031113E7, Y=4009594.65449635
ID=389, Sequence=890, X=-1.31629842976988E7, Y=3976505.36318841
ID=390, Sequence=891, X=-1.31676746266284E7, Y=4006478.93323789
ID=391, Sequence=892, X=-1.31780167858665E7, Y=3975671.17286651
ID=392, Sequence=893, X=-1.31801227788698E7, Y=4003347.24720335
ID=393, Sequence=894, X=-1.31383079025464E7, Y=3985371.46950019
ID=394, Sequence=895, X=-1.31825177038401E7, Y=4002133.1280334
ID=395, Sequence=896, X=-1.31618670940933E7, Y=4010497.41672398
ID=396, Sequence=897, X=-1.31477848710613E7, Y=3988372.76867929
ID=397, Sequence=898, X=-1.31447623216518E7, Y=3995336.22027776
ID=398, Sequence=899, X=-1.31669234035144E7, Y=4009950.82892352
ID=399, Sequence=900, X=-1.31475376737118E7, Y=3998034.8249868
ID=400, Sequence=901, X=-1.31780954395686E7, Y=4001385.04731694
ID=401, Sequence=902, X=-1.31522761579693E7, Y=3978172.63687228
ID=402, Sequence=903, X=-1.31483081589569E7, Y=4000722.42910142
ID=403, Sequence=904, X=-1.31374603687767E7, Y=4013545.58460417
ID=404, Sequence=905, X=-1.3147711032892E7, Y=3978127.43256232
ID=405, Sequence=906, X=-1.31629698511005E7, Y=3979065.13611308
ID=406, Sequence=907, X=-1.31413529244422E7, Y=3985125.92046777
ID=407, Sequence=908, X=-1.31523644427369E7, Y=4007191.09597343
ID=408, Sequence=909, X=-1.31789221060295E7, Y=4012542.82356037
ID=409, Sequence=910, X=-1.31673551962872E7, Y=3983824.59972296
ID=410, Sequence=911, X=-1.31737438031113E7, Y=4009594.65449635
ID=411, Sequence=912, X=-1.31666713906322E7, Y=3999396.01566164
ID=412, Sequence=913, X=-1.3175678042112E7, Y=3995496.61783236
ID=413, Sequence=914, X=-1.3157642266666E7, Y=4005124.6536211
ID=414, Sequence=915, X=-1.31471411948461E7, Y=3976702.9435912
ID=415, Sequence=916, X=-1.31540851931177E7, Y=4000125.84723498
ID=416, Sequence=917, X=-1.31796813550314E7, Y=4007978.41199908
ID=417, Sequence=918, X=-1.31787278795406E7, Y=3986002.16727554
ID=418, Sequence=919, X=-1.31598172823058E7, Y=4010630.82963104
ID=419, Sequence=920, X=-1.31510947472601E7, Y=3984873.91517054
ID=420, Sequence=921, X=-1.31632780451984E7, Y=4012827.83697303
ID=421, Sequence=922, X=-1.31488266313197E7, Y=4005920.8881368
ID=422, Sequence=923, X=-1.31847184023214E7, Y=4004925.28014287
ID=423, Sequence=924, X=-1.31759059773303E7, Y=3984210.97424396
ID=424, Sequence=925, X=-1.31617194177547E7, Y=4008821.47103945
ID=425, Sequence=926, X=-1.31633711454989E7, Y=3987215.84265742
ID=426, Sequence=927, X=-1.31557240794411E7, Y=4010971.49307472
ID=427, Sequence=928, X=-1.31607466801328E7, Y=3985547.23419182
ID=428, Sequence=929, X=-1.31603839099965E7, Y=4010652.84938934
ID=429, Sequence=930, X=-1.317431845669E7, Y=3984689.11485994
ID=430, Sequence=931, X=-1.31795513356463E7, Y=3997644.09531339
ID=431, Sequence=932, X=-1.31619216701315E7, Y=4012024.63588137
ID=432, Sequence=933, X=-1.31459453375385E7, Y=3988520.13983882
ID=433, Sequence=934, X=-1.3142863396558E7, Y=4010081.6449109
ID=434, Sequence=935, X=-1.31713665350945E7, Y=3982799.93129994
ID=435, Sequence=936, X=-1.31496404563599E7, Y=3980526.09373057
ID=436, Sequence=937, X=-1.31628542783137E7, Y=3988000.47116379
ID=437, Sequence=938, X=-1.31426948529108E7, Y=4005937.71971863
ID=438, Sequence=939, X=-1.31747951944354E7, Y=3980225.10293366
ID=439, Sequence=940, X=-1.31569327781694E7, Y=4010898.95550647
ID=440, Sequence=941, X=-1.31735110523601E7, Y=3997711.37230453
ID=441, Sequence=942, X=-1.31432438236479E7, Y=3986197.32884749
ID=442, Sequence=943, X=-1.31671368921344E7, Y=3982532.47324977
ID=443, Sequence=944, X=-1.31404379732136E7, Y=3985934.96009788
ID=444, Sequence=945, X=-1.31486340100085E7, Y=3977302.16278189
ID=445, Sequence=946, X=-1.31675863418607E7, Y=4009290.29620209
ID=446, Sequence=947, X=-1.31724773179896E7, Y=3987277.88707721
ID=447, Sequence=948, X=-1.31800842546075E7, Y=4007272.67385674
ID=448, Sequence=949, X=-1.31675831315055E7, Y=3978251.42195871
ID=449, Sequence=950, X=-1.31542360798115E7, Y=3976953.47533921
ID=450, Sequence=951, X=-1.3154261762653E7, Y=3991077.46521121
ID=451, Sequence=952, X=-1.31546357690324E7, Y=4009678.84016049
ID=452, Sequence=953, X=-1.31794951544305E7, Y=3977749.01499872
ID=453, Sequence=954, X=-1.31736089681934E7, Y=4001133.97254458
ID=454, Sequence=955, X=-1.31606471591219E7, Y=3975860.99095456
ID=455, Sequence=956, X=-1.3174942870774E7, Y=3997622.10099959
ID=456, Sequence=957, X=-1.31546919502482E7, Y=3989141.96390585
ID=457, Sequence=958, X=-1.3160785204395E7, Y=3976542.81280359
ID=458, Sequence=959, X=-1.31523676530921E7, Y=3995948.07159171
ID=459, Sequence=960, X=-1.31380928087488E7, Y=3996442.23368881
ID=460, Sequence=961, X=-1.31793025331192E7, Y=3978221.71604198
ID=461, Sequence=962, X=-1.31733954795734E7, Y=4000498.54543309
ID=462, Sequence=963, X=-1.31559921440994E7, Y=3978797.76643109
ID=463, Sequence=964, X=-1.31417638499063E7, Y=3978375.4127147
ID=464, Sequence=965, X=-1.31432518495358E7, Y=4003906.45915299
ID=465, Sequence=966, X=-1.31662315719714E7, Y=3983155.25975947
ID=466, Sequence=967, X=-1.31582121047118E7, Y=4001058.91004014
ID=467, Sequence=968, X=-1.31572056583604E7, Y=4012969.05084301
ID=468, Sequence=969, X=-1.31597370234261E7, Y=3984420.31980623
ID=469, Sequence=970, X=-1.31644417989541E7, Y=4012993.66628646
ID=470, Sequence=971, X=-1.31598911204751E7, Y=4008631.09734274
ID=471, Sequence=972, X=-1.31801500668889E7, Y=4003210.0374061
ID=472, Sequence=973, X=-1.31646889963036E7, Y=3984481.05659064
ID=473, Sequence=974, X=-1.31708015125815E7, Y=4002973.16027826
ID=474, Sequence=975, X=-1.31594994571422E7, Y=4011943.02350064
ID=475, Sequence=976, X=-1.31757502751038E7, Y=3980934.31723273
ID=476, Sequence=977, X=-1.31433642119675E7, Y=4001092.55868714
ID=477, Sequence=978, X=-1.31728882434537E7, Y=3981484.66719215
ID=478, Sequence=979, X=-1.31742847479605E7, Y=3987299.86122433
ID=479, Sequence=980, X=-1.31695045290855E7, Y=3980745.70580747
ID=480, Sequence=981, X=-1.31412453775433E7, Y=4007984.886866
ID=481, Sequence=982, X=-1.31689250599741E7, Y=3996170.57121517
ID=482, Sequence=983, X=-1.3163209022562E7, Y=3982317.99455701
ID=483, Sequence=984, X=-1.31394764718348E7, Y=3978813.26595015
ID=484, Sequence=985, X=-1.31740279195454E7, Y=3980997.619033
ID=485, Sequence=986, X=-1.31455504638504E7, Y=4007340.00842849
ID=486, Sequence=987, X=-1.31780055496233E7, Y=3978928.22137974
ID=487, Sequence=988, X=-1.3184158195341E7, Y=4004495.47401433
ID=488, Sequence=989, X=-1.31564544352464E7, Y=3992272.2891088
ID=489, Sequence=990, X=-1.3162757967658E7, Y=3999643.16963863
ID=490, Sequence=991, X=-1.3148462256006E7, Y=3997559.99963947
ID=491, Sequence=992, X=-1.31582313668429E7, Y=3978735.76856731
ID=492, Sequence=993, X=-1.31649490350738E7, Y=3992353.7589844
ID=493, Sequence=994, X=-1.31593598066915E7, Y=3982023.41600072
ID=494, Sequence=995, X=-1.31806364356998E7, Y=4006459.51124957
ID=495, Sequence=996, X=-1.31455633052711E7, Y=4007983.59189232
ID=496, Sequence=997, X=-1.31574528557098E7, Y=3993785.39713668
ID=497, Sequence=998, X=-1.31543580733087E7, Y=3979907.32735692
ID=498, Sequence=999, X=-1.31576213993572E7, Y=3984431.95022902
ID=499, Sequence=1000, X=-1.31459902825112E7, Y=4009660.70781032
ID=499, Sequence=2001, X=-1.31448748948877E7, Y=4008343.85456209
ID=498, Sequence=2002, X=-1.31598193281883E7, Y=3984441.80884681
ID=497, Sequence=2003, X=-1.31553276005754E7, Y=3979977.08220605
ID=496, Sequence=2004, X=-1.31573356777455E7, Y=3993387.05498956
ID=495, Sequence=2005, X=-1.3146689269017E7, Y=4007969.54190706
ID=494, Sequence=2006, X=-1.31814037105898E7, Y=4005322.73596565
ID=493, Sequence=2007, X=-1.31591158196972E7, Y=3982443.32197338
ID=492, Sequence=2008, X=-1.31647451775194E7, Y=3992710.68156777
ID=491, Sequence=2009, X=-1.31577465459669E7, Y=3975910.0638594
ID=490, Sequence=2010, X=-1.31490128319207E7, Y=3997261.14163174
ID=489, Sequence=2011, X=-1.31627092625793E7, Y=3999712.49492803
ID=488, Sequence=2012, X=-1.31569986752122E7, Y=3992333.8179312
ID=487, Sequence=2013, X=-1.31851369624976E7, Y=4004180.9906704
ID=486, Sequence=2014, X=-1.31776613660308E7, Y=3978248.75813428
ID=485, Sequence=2015, X=-1.31456804564218E7, Y=4007878.32476396
ID=484, Sequence=2016, X=-1.31738096153926E7, Y=3981179.7751711
ID=483, Sequence=2017, X=-1.31388638228224E7, Y=3978363.78852356
ID=482, Sequence=2018, X=-1.31633583040781E7, Y=3982317.99455701
ID=481, Sequence=2019, X=-1.31694334882358E7, Y=3995694.53086443
ID=480, Sequence=2020, X=-1.31415375198655E7, Y=4007530.36026439
ID=479, Sequence=2021, X=-1.31695231258413E7, Y=3982514.96690875
ID=478, Sequence=2022, X=-1.31744516864303E7, Y=3986472.62872127
ID=477, Sequence=2023, X=-1.31739492658433E7, Y=3982111.27195943
ID=476, Sequence=2024, X=-1.3142417157187E7, Y=4000259.1371874
ID=475, Sequence=2025, X=-1.31739019656276E7, Y=3979976.58345158
ID=474, Sequence=2026, X=-1.31603314945437E7, Y=4009515.31702973
ID=473, Sequence=2027, X=-1.31691482640963E7, Y=4003457.31511908
ID=472, Sequence=2028, X=-1.31620963752857E7, Y=3983310.59147018
ID=471, Sequence=2029, X=-1.31772308831521E7, Y=4000703.68644252
ID=470, Sequence=2030, X=-1.31581751439242E7, Y=4007626.05644251
ID=469, Sequence=2031, X=-1.31628511282933E7, Y=4011934.94189066
ID=468, Sequence=2032, X=-1.31623146488944E7, Y=3982600.61016441
ID=467, Sequence=2033, X=-1.31575085202478E7, Y=4013050.60994558
ID=466, Sequence=2034, X=-1.31583469396297E7, Y=4004464.40432819
ID=465, Sequence=2035, X=-1.3166063028324E7, Y=3983356.83287223
ID=464, Sequence=2036, X=-1.31449612820789E7, Y=4005006.95376581
ID=463, Sequence=2037, X=-1.31435079211228E7, Y=3978222.4856244
ID=462, Sequence=2038, X=-1.31548930694504E7, Y=3978800.06905543
ID=461, Sequence=2039, X=-1.31740718575967E7, Y=3999167.89757414
ID=460, Sequence=2040, X=-1.31758350841644E7, Y=3976915.34228833
ID=459, Sequence=2041, X=-1.31379750245272E7, Y=3996417.21218998
ID=458, Sequence=2042, X=-1.31522761166238E7, Y=3995252.1323177
ID=457, Sequence=2043, X=-1.31623770342411E7, Y=3974570.31122494
ID=456, Sequence=2044, X=-1.31544595386777E7, Y=3992515.21134889
ID=455, Sequence=2045, X=-1.317494727319E7, Y=3998508.04588862
ID=454, Sequence=2046, X=-1.31607707577967E7, Y=3976338.7784716
ID=453, Sequence=2047, X=-1.31744650166148E7, Y=4000810.19910543
ID=452, Sequence=2048, X=-1.31789635779599E7, Y=3978047.08633903
ID=451, Sequence=2049, X=-1.31555440872922E7, Y=4010002.78875825
ID=450, Sequence=2050, X=-1.3153986986817E7, Y=3991079.31064888
ID=449, Sequence=2051, X=-1.31542055814373E7, Y=3976856.619624
ID=448, Sequence=2052, X=-1.3167245806231E7, Y=3978848.64992325
ID=447, Sequence=2053, X=-1.31799654714656E7, Y=4006078.84704962
ID=446, Sequence=2054, X=-1.31724773179896E7, Y=3987082.70682432
ID=445, Sequence=2055, X=-1.31719828489423E7, Y=4009270.34024871
ID=444, Sequence=2056, X=-1.31465874085761E7, Y=3975743.48414355
ID=443, Sequence=2057, X=-1.31403994489513E7, Y=3985965.97874555
ID=442, Sequence=2058, X=-1.31628639959279E7, Y=3982447.86172139
ID=441, Sequence=2059, X=-1.31435632539891E7, Y=3986507.5263678
ID=440, Sequence=2060, X=-1.31748440308175E7, Y=3998591.18532749
ID=439, Sequence=2061, X=-1.31560761449667E7, Y=4012329.36887866
ID=438, Sequence=2062, X=-1.31722317258177E7, Y=3978350.87276966
ID=437, Sequence=2063, X=-1.31419083158896E7, Y=4007007.22418454
ID=436, Sequence=2064, X=-1.31653390932292E7, Y=3987791.05920817
ID=435, Sequence=2065, X=-1.31496332161019E7, Y=3982295.37423767
ID=434, Sequence=2066, X=-1.31711740204061E7, Y=3983665.97252291
ID=433, Sequence=2067, X=-1.31425327299738E7, Y=4010410.63442109
ID=432, Sequence=2068, X=-1.31459469427161E7, Y=3988692.07529069
ID=431, Sequence=2069, X=-1.31631735813036E7, Y=4011139.33069162
ID=430, Sequence=2070, X=-1.31767383072722E7, Y=3997623.10040222
ID=429, Sequence=2071, X=-1.31741335228513E7, Y=3984776.65800662
ID=428, Sequence=2072, X=-1.315937241183E7, Y=4008807.48258803
ID=427, Sequence=2073, X=-1.31601383178246E7, Y=3985982.78054862
ID=426, Sequence=2074, X=-1.31556938348563E7, Y=4011412.85033604
ID=425, Sequence=2075, X=-1.31612472377002E7, Y=3986878.57468777
ID=424, Sequence=2076, X=-1.31632579050136E7, Y=4009896.18286111
ID=423, Sequence=2077, X=-1.3175907582508E7, Y=3984037.81479749
ID=422, Sequence=2078, X=-1.31841582090366E7, Y=4004637.65403634
ID=421, Sequence=2079, X=-1.31508780501427E7, Y=4006086.7511956
ID=420, Sequence=2080, X=-1.31647017271361E7, Y=4010564.05105335
ID=419, Sequence=2081, X=-1.3151161091403E7, Y=3984490.924054
ID=418, Sequence=2082, X=-1.31589778056987E7, Y=4011206.72115706
ID=417, Sequence=2083, X=-1.31776344955328E7, Y=3982683.33625851
ID=416, Sequence=2084, X=-1.31808402932543E7, Y=4008818.88089949
ID=415, Sequence=2085, X=-1.31538768429784E7, Y=4001890.23588116
ID=414, Sequence=2086, X=-1.31462471109262E7, Y=3977666.35892247
ID=413, Sequence=2087, X=-1.31585026418563E7, Y=4005352.51335171
ID=412, Sequence=2088, X=-1.31754950518663E7, Y=3995682.88882516
ID=411, Sequence=2089, X=-1.31668085557212E7, Y=3999389.63643901
ID=410, Sequence=2090, X=-1.31749932513788E7, Y=4012426.27352819
ID=409, Sequence=2091, X=-1.31649973279414E7, Y=3982442.68509716
ID=408, Sequence=2092, X=-1.31789191515084E7, Y=4012764.58617795
ID=407, Sequence=2093, X=-1.31521734266032E7, Y=4008478.28269431
ID=406, Sequence=2094, X=-1.31408922384727E7, Y=3984976.00894664
ID=405, Sequence=2095, X=-1.31632292667206E7, Y=3980659.78428147
ID=404, Sequence=2096, X=-1.31477126380696E7, Y=3978375.4127147
ID=403, Sequence=2097, X=-1.31377605369868E7, Y=4013708.83324769
ID=402, Sequence=2098, X=-1.31506318880652E7, Y=3997886.22960797
ID=401, Sequence=2099, X=-1.31497281189509E7, Y=3978434.97912641
ID=400, Sequence=2100, X=-1.31789975493764E7, Y=4001689.19178376
ID=399, Sequence=2101, X=-1.3147446072328E7, Y=3997962.49216256
ID=398, Sequence=2102, X=-1.31645596843087E7, Y=4010795.66777668
ID=397, Sequence=2103, X=-1.3144654774753E7, Y=3995385.37412448
ID=396, Sequence=2104, X=-1.31477628268702E7, Y=3986602.6150648
ID=395, Sequence=2105, X=-1.31652811514296E7, Y=4011354.49298063
ID=394, Sequence=2106, X=-1.3182849975602E7, Y=4001378.57624735
ID=393, Sequence=2107, X=-1.3138404213202E7, Y=3985370.17712289
ID=392, Sequence=2108, X=-1.31800223368692E7, Y=4003271.64934577
ID=391, Sequence=2109, X=-1.31792463519034E7, Y=3973937.13191969
ID=390, Sequence=2110, X=-1.31676236880385E7, Y=4005628.86260776
ID=389, Sequence=2111, X=-1.316296343039E7, Y=3976163.15693056
ID=388, Sequence=2112, X=-1.3173322927935E7, Y=4011273.13841286
ID=387, Sequence=2113, X=-1.31790216270403E7, Y=3980790.92058833
ID=386, Sequence=2114, X=-1.31737630652424E7, Y=3980638.4829074
ID=385, Sequence=2115, X=-1.31601923478824E7, Y=4007488.51257544
ID=384, Sequence=2116, X=-1.31784421579289E7, Y=3980907.18799829
ID=383, Sequence=2117, X=-1.31642119691273E7, Y=3979290.16907645
ID=382, Sequence=2118, X=-1.31560547460255E7, Y=3976616.42102927
ID=381, Sequence=2119, X=-1.31574143314476E7, Y=3974389.23266304
ID=380, Sequence=2120, X=-1.31428971052875E7, Y=3993381.8818075
ID=379, Sequence=2121, X=-1.31767069609498E7, Y=3982615.16491761
ID=378, Sequence=2122, X=-1.3172040709684E7, Y=3987990.12974145
ID=377, Sequence=2123, X=-1.31533933615747E7, Y=3975246.72273004
ID=376, Sequence=2124, X=-1.31467221825314E7, Y=4002819.78742524
ID=375, Sequence=2125, X=-1.31613775149272E7, Y=4008460.15228064
ID=374, Sequence=2126, X=-1.31653390932292E7, Y=3978868.80606794
ID=373, Sequence=2127, X=-1.31775657309626E7, Y=3976301.32953192
ID=372, Sequence=2128, X=-1.31766724222324E7, Y=3995622.99019119
ID=371, Sequence=2129, X=-1.31653331075633E7, Y=3982441.04208018
ID=370, Sequence=2130, X=-1.31783906515617E7, Y=4007564.08052827
ID=369, Sequence=2131, X=-1.31759076101902E7, Y=3986964.75609748
ID=368, Sequence=2132, X=-1.31513194721233E7, Y=3992201.16509543
ID=367, Sequence=2133, X=-1.31425070471322E7, Y=4002316.92017712
ID=366, Sequence=2134, X=-1.31662652807009E7, Y=3993744.01028439
ID=365, Sequence=2135, X=-1.31823806673916E7, Y=4008960.70589563
ID=364, Sequence=2136, X=-1.31729207301379E7, Y=4005583.20293129
ID=363, Sequence=2137, X=-1.31782712443892E7, Y=3986648.36834388
ID=362, Sequence=2138, X=-1.31632757934633E7, Y=4002893.54898057
ID=361, Sequence=2139, X=-1.31561895809434E7, Y=3998390.63366501
ID=360, Sequence=2140, X=-1.31755915136013E7, Y=3979944.46459535
ID=359, Sequence=2141, X=-1.31602791457404E7, Y=3982322.71177482
ID=358, Sequence=2142, X=-1.31684523774327E7, Y=3977289.53983057
ID=357, Sequence=2143, X=-1.3155818556653E7, Y=4001881.60291452
ID=356, Sequence=2144, X=-1.31586936966664E7, Y=3976445.6934742
ID=355, Sequence=2145, X=-1.31715659617977E7, Y=3978766.25841294
ID=354, Sequence=2146, X=-1.31682845941141E7, Y=3977192.38964975
ID=353, Sequence=2147, X=-1.31578461242204E7, Y=4009048.11059645
ID=352, Sequence=2148, X=-1.31668027453922E7, Y=3975429.59948939
ID=351, Sequence=2149, X=-1.31746427025639E7, Y=4005226.93099745
ID=350, Sequence=2150, X=-1.31432292341388E7, Y=4006726.1922467
ID=349, Sequence=2151, X=-1.31783509303078E7, Y=3992145.4129567
ID=348, Sequence=2152, X=-1.31727068583856E7, Y=3976479.53593983
ID=347, Sequence=2153, X=-1.31596767884982E7, Y=3981228.53983193
ID=346, Sequence=2154, X=-1.31740198936574E7, Y=3980639.77474352
ID=345, Sequence=2155, X=-1.31629524913505E7, Y=3981059.91063485
ID=344, Sequence=2156, X=-1.31542165447252E7, Y=4009800.63362707
ID=343, Sequence=2157, X=-1.31548454200759E7, Y=3977687.02277374
ID=342, Sequence=2158, X=-1.31644987355403E7, Y=3994772.14393738
ID=341, Sequence=2159, X=-1.31573776267046E7, Y=3992272.81459299
ID=340, Sequence=2160, X=-1.31389949185566E7, Y=3993326.27025026
ID=339, Sequence=2161, X=-1.31429645753757E7, Y=3996862.31234107
ID=338, Sequence=2162, X=-1.31405535460004E7, Y=3975440.03813435
ID=337, Sequence=2163, X=-1.31669731640198E7, Y=4000111.61247895
ID=336, Sequence=2164, X=-1.31383947427623E7, Y=3992591.87396376
ID=335, Sequence=2165, X=-1.31481026962249E7, Y=3986897.87035838
ID=334, Sequence=2166, X=-1.31370526536679E7, Y=3983464.08157127
ID=333, Sequence=2167, X=-1.31383046921912E7, Y=4001003.26057543
ID=332, Sequence=2168, X=-1.3181774506614E7, Y=4003853.38460299
ID=331, Sequence=2169, X=-1.3169708249514E7, Y=3984457.53490642
ID=330, Sequence=2170, X=-1.31562458920693E7, Y=4003518.22732684
ID=329, Sequence=2171, X=-1.31457783990687E7, Y=3997672.55860676
ID=328, Sequence=2172, X=-1.31793120696314E7, Y=4004493.42458505
ID=327, Sequence=2173, X=-1.31436916381123E7, Y=3980084.21200183
ID=326, Sequence=2174, X=-1.31706910013505E7, Y=3981268.95517603
ID=325, Sequence=2175, X=-1.31608831202282E7, Y=3975841.62161598
ID=324, Sequence=2176, X=-1.31603726737533E7, Y=3978795.18317998
ID=323, Sequence=2177, X=-1.31745917192483E7, Y=3999366.03317597
ID=322, Sequence=2178, X=-1.31446071166964E7, Y=3996596.73119748
ID=321, Sequence=2179, X=-1.31500545921791E7, Y=4010713.7277692
ID=320, Sequence=2180, X=-1.31494622816469E7, Y=4006490.58644697
ID=319, Sequence=2181, X=-1.31538696572397E7, Y=3992054.59772888
ID=318, Sequence=2182, X=-1.3144595383182E7, Y=4006551.44229061
ID=317, Sequence=2183, X=-1.31439228137702E7, Y=3995786.3740404
ID=316, Sequence=2184, X=-1.31729018881113E7, Y=3997624.00966034
ID=315, Sequence=2185, X=-1.31766413560114E7, Y=3996517.85573658
ID=314, Sequence=2186, X=-1.31571944221172E7, Y=3993791.86384608
ID=313, Sequence=2187, X=-1.31674049567926E7, Y=3987312.78721321
ID=312, Sequence=2188, X=-1.3146054489615E7, Y=4003413.26383398
ID=311, Sequence=2189, X=-1.31730665101683E7, Y=4011050.8701235
ID=310, Sequence=2190, X=-1.31707100307938E7, Y=3982675.46072591
ID=309, Sequence=2191, X=-1.31551556741905E7, Y=3992044.97148621
ID=308, Sequence=2192, X=-1.31449555610166E7, Y=3998099.18862167
ID=307, Sequence=2193, X=-1.31554910656301E7, Y=4009992.14710359
ID=306, Sequence=2194, X=-1.31772748411086E7, Y=4009101.2246127
ID=305, Sequence=2195, X=-1.31556959253993E7, Y=3984958.44420185
ID=304, Sequence=2196, X=-1.31804871541837E7, Y=4013803.41489666
ID=303, Sequence=2197, X=-1.31597400832412E7, Y=3995778.99731356
ID=302, Sequence=2198, X=-1.31438377393577E7, Y=3979594.72757918
ID=301, Sequence=2199, X=-1.31685317914636E7, Y=3977914.3289637
ID=300, Sequence=2200, X=-1.31375175826624E7, Y=4008587.62670674
ID=299, Sequence=2201, X=-1.31613470165529E7, Y=4007346.48292779
ID=298, Sequence=2202, X=-1.31579642849989E7, Y=4010488.54261747
ID=297, Sequence=2203, X=-1.31650327656562E7, Y=3995605.9079443
ID=296, Sequence=2204, X=-1.31387814299366E7, Y=3981603.52563223
ID=295, Sequence=2205, X=-1.31539503581998E7, Y=3976906.9844924
